name,code,sector,marketCapital,closePrice,peRatio,price
Spicejet Ltd,SPICEJET,Airlines,4257.826084,70.8,-4.134253254,0
Agri-Tech (India) Ltd,AGRITECH,Agro Products,40.2435,67.75,-13.5045302,0
AVT Natural Products Ltd,AVTNPL,Agro Products,1265.48004,83.1,27.93554172,0
Gujarat Ambuja Exports Ltd,GAEL,Agro Products,3769.126149,164.35,11.14895184,0
Godrej Agrovet Ltd,GODREJAGRO,Agro Products,11403.80204,593.6,36.3479379,0
Harrisons Malayalam Ltd,HARRMALAYA,Agro Products,311.0658513,168.55,7.697744402,0
Karuturi Global Ltd,KGL,Agro Products,29.95063052,0.2,-0.025090164,0
Nath Bio-Genes (I) Ltd,NATHBIOGEN,Agro Products,543.9895,286.25,9.775193172,0
Narmada Agrobase Ltd,NARMADA,Agro Products,19.1714289,14.15,24.8979596,0
Ruchi Infrastructure Ltd,RUCHINFRA,Agro Products,133.4059623,6.5,-25.12353339,0
Shreeram Proteins Ltd,SRPL,Agro Products,69.0795,32.25,82.2375,0
Vikas Proppant & Granite Ltd,VIKASPROP,Agro Products,100.361625,1.95,-8.811380597,0
Vikas WSP Ltd,VIKASWSP,Agro Products,95.064414,4.65,-0.830039413,0
Debock Sales and Marketing Ltd,DSML,Agricultural & Farm Machinery,17.9154,80.7,8.294166667,0
Jain Irrigation Systems Ltd - DVR,JISLDVREQS,Agricultural & Farm Machinery,2151.178735,25.75,-6.999800647,0
Jain Irrigation Systems Ltd,JISLJALEQS,Agricultural & Farm Machinery,2151.178735,42.5,-5.437075028,0
Mahindra EPC Irrigation Ltd,MAHEPC,Agricultural & Farm Machinery,357.3196616,128.35,18.83603909,0
RM Drip & Sprinklers Systems Ltd,RMDRIP,Agricultural & Farm Machinery,11.2392,16.8,112.392,0
Bharat Dynamics Ltd,BDL,Aerospace & Defense Equipments,7431.138281,405.45,28.82856144,0
Hindustan Aeronautics Ltd,HAL,Aerospace & Defense Equipments,43691.07075,1306.6,13.48714624,0
Affle (India) Ltd,AFFLE,Advertising,13991.3613,1050,103.7934815,0
Brightcom Group Ltd,BCG,Advertising,7567.464646,72.65,15.66730429,0
Pressman Advertising Ltd,PRESSMN,Advertising,63.52109032,27.05,11.20301416,0
Silly Monks Entertainment Ltd,SILLYMONKS,Advertising,21.9032385,21.45,-4.018942844,0
Touchwood Entertainment Ltd,TOUCHWOOD,Advertising,110.873758,108.9,111.993695,0
Vertoz Advertising Ltd,VERTOZ,Advertising,109.94445,91.85,13.45709302,0
DRC Systems India Ltd,DRCSYSTEMS,Advertising,145.6466141,376.8,-297.2379879,0
ABG Shipyard Ltd,ABGSHIP,,,,0,0
Ai Champdany Industries Ltd,AICHAMP,,44.13174749,14.35,-2.530490108,0
Abm International Ltd,ABMINTLLTD,,222.06408,106.85,21.85670079,0
Advance Metering Technology Ltd,AMTL,,19.79885558,12.33,-2.357006616,0
ANG Industries Ltd,ANGIND,,,,0,0
Avro India Ltd,AVROIND,,19.13352,58.8,10.51292308,0
Cranes Software International Ltd,CRANESSOFT,,36.38995665,3.09,-1.851906191,0
E-Land Apparel Ltd,ELAND,,21.2117873,4.42,-0.400222402,0
Empee Distilleries Ltd,EDL,,,,0,0
Farmax India Ltd,FARMAXIND,,,,0,0
First Winner Industries Ltd,FIRSTWIN,,,,0,0
Gemini Communication Ltd,GEMINI,,,,0,0
Hindustan Organic Chemicals Ltd,HOCL,,233.4265225,34.75,114.4247659,0
Globus Corpooration Ltd,GLOBUSCOR,,1.788052,0.28,-44.7013,0
Kesar Enterprises Ltd,KESARENT,,85.77809382,85.1,0.954999931,0
Krishna Filament Industries Ltd,KRIFILIND,,9.7250887,12.49,-33.53478862,0
Kesar Terminals & Infrastructure Ltd,KTIL,,51.3544325,47,-2.186225309,0
Girdharilal Sugar and Allied Industries Ltd,GIRDSGA,,,10.28,-0.993236715,0
Nel Holdings South Ltd,NEH,,35.7288645,2.45,-0.1741682,0
Panoramic Universal Ltd,PANORAMUNI,,,,0,0
Padmalaya Telefilms Ltd,PADMALAYAT,,3.91,2.3,-55.85714286,0
Panasonic Carbon India Co Ltd,PANCARBON,,243.888,508.1,12.91095818,0
Rasoya Proteins Ltd,RASOYPR,,,,0,0
Ramgopal Polytex Ltd,RAMGOPOLY,,2.2475,11.46,7.491666667,0
Rajasthan Petro Synthetics Ltd,RAJSPTR,,11.00886914,1.69,275.2217286,0
Salora International Ltd,SALORAINTL,,30.2530755,34.35,-2.651452717,0
Shilpi Cable Technologies Ltd,SHILPI,,,,0,0
Surana Industries Ltd,SURANAIND,,,,0,0
Pan India Corp Ltd,PANINDIAC,,29.567397,1.38,-27.89377075,0
Tanfac Industries Ltd,TANFACIND,,535.707375,537.05,30.62935249,0
Todays Writing Instruments Ltd,TODAYS,,,,0,0
Usher Agro Ltd,USHERAGRO,,,,0,0
Satin Creditcare Network Ltd,SATINPP1,,557.6399566,67.3,,0
Tower Infrastructure Trust,TOWERINFRA,,,,0,0
Billwin Industries Ltd,BILLWIN,,3.77138148,17.7,62.856358,0
Nirmitee Robotics India Ltd,NIRMITEE,,24.5480982,409,106.7308617,0
DJ Mediaprint & Logistics Ltd,DJML,,53.0532528,125.9,41.44785375,0
Cospower Engineering Ltd,COSPOWER,,11.7825,78.55,15.9222973,0
Suratwwala Business Group Ltd,SBGLP,,121.391508,70,19.61090598,0
Tranway Technologies Ltd,TRANWAY,,9.00898,8.5,90.0898,0
Assam Entrade Ltd,ASSAMENT,,110.143935,765,79.24024101,0
RO Jewels Ltd,ROJL,,8.538730245,30.15,106.7341281,0
Valencia Nutrition Ltd,VALENCIA,,9.04825242,16.2,-2.52744481,0
Chandra Bhagat Pharma Ltd,CBPL,,63.189844,83.75,332.5781263,0
ICL Organic Dairy Products Ltd,ICLORGANIC,,9.824776352,16.37,34.64065208,0
Bonlon Industries Ltd,BONLON,,29.0758839,20.5,14.75933193,0
Anuroop Packaging Ltd,ANUROOP,,10.733061,14.01,7.252068243,0
Alphalogic Techsys Ltd,ALPHALOGIC,,71.897623,35,105.7317985,0
Transpact Enterprises Ltd,TRANSPACT,,6.2108838,160.6,-103.51473,0
Misquita Engineering Ltd,MISQUITA,,6.97746,25.9,30.33678261,0
Novateor Research Laboratories Ltd,NOVATEOR,,4.96952676,10.28,248.476338,0
Galactico Corporate Services Ltd,GALACTICO,,56.165809,49,26.87359282,0
Gian Life Care Ltd,GIANLIFE,,40.59049269,86.35,20.19427497,0
Goblin India Ltd,GOBLIN,,21.09662952,20.2,-10.93089612,0
SBC Exports Ltd,SBC,,52.59254,49.7,28.897,0
City Pulse Multiplex Ltd,CPML,,9.2904924,28,-10.43875551,0
Cian Healthcare Ltd,CHCL,,37.9612415,16.25,632.6873583,0
Gensol Engineering Ltd,GENSOL,,88.75313015,81.15,27.90978935,0
Parshva Enterprises Ltd,PARSHVA,,39.6417,131.7,247.760625,0
SK International Export Ltd,SKIEL,,7.62523216,10.4,-4.919504619,0
White Organic Retail Ltd,WORL,,170.60112,156.4,682.40448,0
Earum Pharmaceuticals Ltd,EARUM,,87.0908892,70.6,967.6765467,0
G K P Printing & Packaging Ltd,GKP,,93.78835376,63.95,120.2414792,0
Anand Rayons Ltd,ARL,,267.4772698,178.5,371.4962081,0
Evans Electric Ltd,EVANS,,9.76178,71.15,16.83065517,0
VR Films & Studios Ltd,VRFILMS,,53.508,390,30.576,0
India Infrastructure Trust,INFRATRUST,,,94,0,0
Ambassador Intra Holdings Ltd,AIHL,,5.62434346,26.9,112.4868692,0
Roopshri Resorts Ltd,ROOPSHRI,,9.7643406,20.3,976.43406,0
Ashapuri Gold Ornament Ltd,AGOL,,155.366299,62.15,60.68996055,0
Humming Bird Education Ltd,HBEL,,6.2526,102,-6.581684211,0
Anmol India Ltd,ANMOL,,194.0772515,147.15,19.66334868,0
Shankar Lal Rampal Dye-Chem Ltd,SRD,,111.6220311,104.7,14.62936187,0
KPI Global Infrastructure Ltd,KPIGLOBAL,,189.251825,161.45,8.629814181,0
Northern Spirits Ltd,NSL,,46.1472,28.75,15.53777778,0
Axita Cotton Ltd,AXITA,,84.91392,64.8,22.76512601,0
Jonjua Overseas Ltd,JONJUA,,6.253456317,10.93,9.19625929,0
Janus Corporation Ltd,JANUSCORP,,37.676535,65.65,251.1769,0
Mahesh Developers Ltd,MAHESH,,3.392184,8.17,-26.09372308,0
Roni Households Ltd,RONI,,34.687568,80,216.7973,0
S M Gold Ltd,SMGOLD,,195.8820467,195.15,326.4700778,0
Aartech Solonics Ltd,AARTECH,,37.98330572,53.8,45.76301894,0
Shubham Polyspin Ltd,SHUBHAM,,147.117,133.5,326.9266667,0
Dolfin Rubbers Ltd,DOLFIN,,58.6754688,78,20.58788379,0
Innovative Ideals and Services (India) Ltd,INNOVATIVE,,7.875076948,6.92,-1.339298801,0
Sky Gold Ltd,SKYGOLD,,99.38089,185,20.66130769,0
BCPL Railway Infrastructure Ltd,BCPL,,80.69155335,48.25,10.14988092,0
Diksha Greens Ltd,DGL,,2.3681496,2.4,-0.104415767,0
Ranjeet Mechatronics Ltd,RANJEET,,5.6378168,8.6,70.47271,0
Vivid Mercantile Ltd,VIVIDM,,39.350637,39.25,10.99179804,0
Deep Polymers Ltd,DEEP,,309.84876,261,169.3162623,0
Add-Shop E-Retail Ltd,ASRL,,215.2643,190,27.99275683,0
Ganesh Films India Ltd,GFIL,,3.124983676,10.39,-3.551117814,0
Supershakti Metaliks Ltd,SUPERSHAKT,,461.01112,400,34.84588964,0
Raw Edge Industrial Solutions Ltd,RAWEDGE,,34.19856,34,-81.42514286,0
Rajnish Wellness Ltd,RAJNISH,,62.534106,133.8,694.8234,0
Parvati Sweetners and Power Ltd,PARVATI,,80.80126387,8.96,65.69208445,0
Megastar Foods Ltd,MEGASTAR,,42.58591,43,10.16370167,0
Palm Jewels Limited,PALMJEWELS,,20.1321248,20.05,95.86726095,0
Affordable Robotic & Automation Ltd,AFFORDABLE,,117.0654,115,-33.06932203,0
Akshar Spintex Ltd,AKSHAR,,83.74665,33.5,67.53762097,0
WAA Solar Ltd,WAA,,51.0770414,38.5,12.58055207,0
Sun Retail Ltd,SUNRETAIL,,9.620416,0.62,-64.13610667,0
Indo Us Bio-Tech Ltd,INDOUS,,78.1989778,89,15.95897506,0
U H Zaveri Ltd,UHZAVERI,,7.6455,12.5,54.61071429,0
Dr Lalchandani Labs Ltd,DLCL,,10.83267,25,10.72541584,0
Arihant Institute Ltd,ARIHANTINS,,1.326105846,1.41,33.15264615,0
Dhruv Consultancy Services Ltd,DHRUV,,65.0468,45.5,24.63893939,0
AKI India Ltd,AKI,,16.320745,15.85,18.54630114,0
Hardwyn India Ltd,HARDWYN,,77.112,75.6,50.4,0
Dhani Services Ltd,DHANIPP,,9138.544481,78.7,,0
Orissa Bengal Carrier Ltd,OBCL,,261.9536657,124.25,44.70199074,0
Space Incubatrics Technologies Ltd,SPACEINCUBA,,6.852616848,1.98,36.06640446,0
Ridings Consulting Engineers India Ltd,RIDINGS,,4.2296,3.4,140.9866667,0
Advitiya Trade India Ltd,ADVITIYA,,79.9303568,56,532.8690453,0
Active Clothing Co Ltd,ACTIVE,,34.10735982,22.55,568.4559971,0
Inflame Appliances Ltd,INFLAME,,138.2535,219.45,-41.26970149,0
Milestone Furniture Ltd,MILEFUR,,21.336615,22.95,-17.069292,0
Taylormade Renewables Ltd,TRL,,18.9128324,19.25,-10.39166615,0
Angel Fibers Ltd,ANGEL,,65,26,9.393063584,0
Bhatia Communications & Retail (India) Ltd,BHATIA,,236.099248,188.65,63.29738552,0
APM Finvest Ltd,APMFINVEST,,68.7241248,31.8,3.456947928,0
Shreeshay Engineers Ltd,SHREESHAY,,21.1254336,16,45.92485565,0
Lex Nimble Solutions Ltd,LEX,,16.5505,39.5,31.82788462,0
Kenvi Jewels Ltd,KENVI,,14.55894432,14.4,51.99622971,0
Ashoka Metcast Ltd,AML,,5.08725,4.75,33.915,0
Vitesse Agro Ltd,VITESSE,,17.8254825,39.45,11.883655,0
Gautam Gems Ltd,GGL,,10.74155195,10.67,30.69014844,0
Lorenzini Apparels Ltd,LAL,,7.24932494,7.15,90.61656175,0
Mac Hotels Ltd,MACH,,7.17,23.9,-2.914634146,0
Jhandewalas Foods Ltd,JFL,,10.55790838,10.44,-0.444918179,0
Rithwik Facility Management Services Ltd,RITHWIKFMS,,16.8912,55.2,19.64093023,0
Medico Remedies Ltd,MEDICO,,173.43656,418,66.70636923,0
MRC Exim Ltd,MRCEXIM,,5.3876053,5.17,67.34506625,0
Ratnabhumi Developers Ltd,RATNABHUMI,,86.31,63,107.8875,0
Sharika Enterprises Ltd,SHARIKA,,43.2567,9.99,31.57423358,0
Sheetal Cool Products Ltd,SCPL,,246.6975,234.95,40.37602291,0
Kaarya Facilities & Services Ltd,KAARYAFSL,,9.16325284,19.6,53.90148729,0
Shreeji Translogistics Ltd,STL,,49.79199375,47.5,-48.81568015,0
Shree Ganesh Remedies Ltd,SGRL,,430.1270813,358.2083333,44.1608913,0
Trident Texofab Ltd,TTFL,,38.9209365,38.65,108.1137125,0
Mehai Technology Ltd,MEHAI,,47.124,44,523.6,0
Sagar Diamonds Ltd,SAGAR,,38.563529,30.5,4.352542777,0
Dhruv Wellness Ltd,DWL,,78.1002885,74.1,-15.16510456,0
AKM Lace and Embrotex Ltd,AKM,,7.98226375,26.5,-399.1131875,0
Shish Industries Ltd,SHISHIND,,69.95428,69.2,51.81798519,0
A & M Febcon Ltd,AMFL,,2.0501128,1.6,-4.767704186,0
Nouritrans Exim Ltd,NEL,,0.573034716,0.94,-0.222970707,0
Chothani Foods Ltd,CHOTHANI,,4.902,9.5,61.275,0
Vanta Bioscience Ltd,VANTABIO,,74.86032,118.55,166.3562667,0
Jigar Cables Ltd,JIGAR,,17.58,25,41.85714286,0
Poojawestern Metaliks Ltd,POOJA,,29.9189,29.5,124.6620833,0
7NR Retail Ltd,7NR,,12.8522115,12.27,-24.24945566,0
G G Engineering Ltd,GGENG,,92.01715163,17.85,-110.8640381,0
Riddhi Corporate Services Ltd,RIDDHICORP,,160.615,141.2,51.9789644,0
Gautam Exim Ltd,GEL,,10.952955,35.55,16.8507,0
Kanungo Financiers Ltd,KANUNGO,,7.48391,16.15,-24.94636667,0
Bhakti Gems and Jewellery Ltd,BGJL,,13.28490713,13.25,53.1396285,0
Yug Decor Ltd,YUG,,12.23826321,29.35,111.2569383,0
Meera Industries Ltd,MEERA,,67.5433847,63.25,30.56261751,0
ANG Lifesciences India Ltd,ANG,,619.7171414,597.8,88.27879507,0
Starlineps Enterprises Ltd,STARLENT,,183.7275,42.5,1080.75,0
Leading Leasing Finance and Investment Company Ltd,LLFICL,,45.054075,84.45,57.03047468,0
Danube Industries Ltd,DANUBE,,33,66,97.05882353,0
Prime Fresh Ltd,PRIMEFRESH,,65.17640148,55.1,27.50059134,0
Escorp Asset Management Ltd,ESCORP,,11.0055,16.5,6.34424E+17,0
Manomay Tex India Ltd,MANOMAY,,44.05005,30,16.0182,0
Chemcrux Enterprises Ltd,CHEMCRUX,,195.476688,132,21.86540134,0
Manas Properties Ltd,MANAS,,183.04,440,-166.4,0
Dhanvarsha Finvest Ltd,DHANVARSHA,,972.8732664,126.9,748.3640511,0
IFL Enterprises Ltd,IFL,,7.56547344,25.2,-63.045612,0
Maximus International Ltd,MAXIMUS,,118.93112,94.6,38.24151768,0
Globalspace Technologies Ltd,GSTL,,63.0113055,55,11.11310503,0
RMC Switchgears Ltd,RMC,,15.2305,25,33.84555556,0
Oceanic Foods Ltd,OCEANIC,,63.61875,56.55,28.91761364,0
Gujarat Hy Spin Ltd,GUJHYSPIN,,12.8975,7.7,128.975,0
Veeram Securities Ltd,VSL,,130.5561114,129.45,44.25630895,0
KMS Medisurgi Ltd,KMSMEDI,,11.253,34.1,80.37857143,0
Manorama Industries Ltd,MANORAMA,,1851.384889,1553.2,100.947922,0
Tanvi Foods (India) Ltd,TANVI,,46.6909425,87,39.90678846,0
Aditya Vision Ltd,AVL,,998.004645,829.7,40.43778951,0
Purple Entertainment Ltd,PURPLE,,12.59717101,14.57,50.38868402,0
IRIS Business Services Ltd,IRIS,,233.5006683,121.5,85.53138033,0
Shree Worstex Ltd,SHWL,,101.736,324,211.95,0
India Green Reality Ltd,IGRL,,5.31278,4.18,-59.03088889,0
Artemis Electricals and Projects Ltd,ARTEMISELC,,132.1709279,52.65,777.4760462,0
Aditya Consumer Marketing Ltd,ACML,,57.0721593,39,5707.21593,0
Bindal Exports Ltd,BINDALEXPO,,4.6004,10,21.90666667,0
Shashijit Infraprojects Ltd,SHASHIJIT,,0,32.85,0,0
Diksat Transworld Ltd,DIKSAT,,196.6556288,112.1,1311.037525,0
Visco Trade Associates Ltd,VISCO,,8.068704,16.8,-57.6336,0
Radhika Jeweltech Ltd,RADHIKAJWE,,198.24,84,7.768025078,0
Riddhi Steel and Tube Ltd,RSTL,,19.4820922,23.5,14.98622477,0
Ashnisha Industries Ltd,ASHNI,,2.39991738,7.95,-3.4284534,0
Mitsu Chem Plast Ltd,MITSU,,297.167049,246.15,30.69907531,0
Shiva Granito Export Ltd,SHIVAEXPO,,2.44478425,1.85,8.80826E+16,0
Chandni Machines Ltd,CHANDNIMACH,,3.414624114,10.58,170.7312057,0
East West Holdings Ltd,EASTWEST,,91.2655625,8.33,-651.896875,0
Confidence Futuristic Energetech Ltd,CFEL,,9.89,49.45,989,0
Titaanium Ten Enterprise Ltd,TITAANIUM,,7.93963826,11.8,9.924547825,0
Kwality Pharmaceuticals Ltd,KPL,,1053.702907,1015.5,69.50546879,0
Bazel International Ltd,BAZELINTER,,3.7539,25.8,-11.04088235,0
Likhami Consulting Ltd,LIKHAMI,,62.685,63,696.5,0
Devoted Construction Ltd,DCL,,1.34448384,4.48,-134.448384,0
Medico Intercontinental Ltd,MIL,,14.19813,43.7,5.503151163,0
Yash Chemex Ltd,YASHCHEM,,43.6369905,42.6,23.08835476,0
Madhav Infra Projects Ltd,MADHAVIPL,,102.747813,4.01,-8.206694326,0
Balgopal Commercial Ltd,BALGOPAL,,5.038518301,3.05,0.873226742,0
Mewar Hi-Tech Engineering Ltd,MHEL,,11.2885852,29,34.20783394,0
Le Lavoir Ltd,LELAVOIR,,6.966,21.5,16.2,0
Superior Finlease Ltd,SUPERIOR,,27.984325,93.25,133.2586905,0
Eiko Lifesciences Ltd,EIKO,,73.80686963,88.75,123.0114494,0
Advance Syntex Ltd,ASYL,,14.19320241,12.79,-4.980071021,0
Advik Capital Ltd,ADVIKCA,,16.5603696,3.61,276.00616,0
Spicy Entertainment and Media Ltd,SPICY,,5.9110275,3.58,-21.1108125,0
NINtec Systems Ltd,NINSYS,,21.328,31,16.15757576,0
Bajaj Healthcare Ltd,BAJAJHCARE,,1107.109816,401.15,13.32101812,0
Umiya Tubes Ltd,UMIYA,,7.484986916,7.48,374.2493458,0
Khemani Distributors & Marketing Ltd,KDML,,43.6506,19,3.982718978,0
Shanti Educational Initiatives Ltd,SEIL,,183.54,114,86.5754717,0
Kranti Industries Ltd,KRANTI,,33.27156,31.5,-255.9350769,0
Raghav Productivity Enhancers Ltd,RPEL,,799.5711945,735.15,87.48043704,0
Hiliks Technologies Ltd,HILIKS,,7.6185,15,36.27857143,0
CHD Chemicals Ltd,CHDCHEM,,7.72333712,7.64,128.7222853,0
Amin Tannery Ltd,AMINTAN,,20.94683184,1.94,209.4683184,0
Kapil Raj Finance Ltd,KAPILRAJ,,3.48492,6.78,8.297428571,0
Ace men engg works Ltd,ACEMEN,,3.5601765,11.49,15.47902826,0
Vidli Restaurants Ltd,VIDLI,,11.06315,25.55,184.3858333,0
Shivansh Finserve Ltd,SHIVA,,1.75344,2.81,25.04914286,0
Aarnav Fashions Ltd,AARNAV,,101.28375,67.5,32.77791262,0
Octaware Technologies Ltd,OCTAWARE,,28.72456,80,-57.44912,0
Elitecon International Ltd,ELITECON,,1.113,10.5,-27.825,0
Mayukh Dealtrade Ltd,MAYUKH,,24.64,38.5,56,0
IGC Industries Ltd,IGCIL,,8.8704,39.6,-27.72,0
Darshan Orna Ltd,DARSHANORNA,,87.60136559,87.55,47.60943782,0
Diggi Multitrade Ltd,DML,,12.58075,13,209.6791667,0
KP ENERGY Ltd,KPEL,,124.765875,112.25,20.58842822,0
Geetanjali Credit and Capital Ltd,GEETANJ,,0.7203296,1.63,72.03296,0
Panorama Studios International Ltd,PANORAMA,,80.903875,65,15.9889081,0
Tinna Trade Ltd,TINNATFL,,13.2753625,15.5,-8.045674242,0
Vivanta Industries Ltd,VIVANTA,,14,14,-77.77777778,0
Indo-Global Enterprises Ltd,INDOGLOBAL,,11.75265,18.45,-47.0106,0
Relicab Cable Manufacturing Ltd,RELICAB,,17.984743,31,-16.80817103,0
Kuber Udyog Ltd,KUBERJI,,0.336434,0.98,-1.01949697,0
Swagtam Trading and Services Ltd,SWAGTAM,,4.16675,35,-208.3375,0
Narayani Steels Ltd,NARAYANI,,23.508895,21.55,-0.452268084,0
Navigant Corporate Advisors Ltd,NAVIGANT,,4.1931575,13.3,10.7516859,0
Patdiam Jewellery Ltd,PJL,,32.16165,74.5,11.56893885,0
Sanghvi Brands Ltd,SBRANDS,,20.7276012,19.9,-3.604800209,0
Bella Casa Fashion & Retail Ltd,BELLACASA,,218.59875,190.5,40.48125,0
Acewin Agriteck Ltd,ACEWIN,,5.0187048,4.89,11.40614727,0
Sri Krishna Constructions (India) Ltd,SKC,,6.75444,6.45,7.6755,0
TAAL Enterprises Ltd,TAALENT,,394.591224,1266.2,12.40462823,0
Jyotirgamya Enterprises Ltd,JEL,,8.441,36.7,-211.025,0
Grandeur Products Ltd,GPL,,385.3283185,157,-61.45587217,0
HCKK Ventures Ltd,HCKKVENTURE,,13.48585,36.35,-23.25146552,0
LOYAL EQUIPMENTS Ltd,LOYAL,,26.979,26.45,30.31348315,0
Legacy Mercantile Ltd,LEGACY,,,,0,0
Thinkink Picturez Ltd,THINKINK,,117.0306,39.5,-585.153,0
Amrapali Fincap Ltd,AMRAFIN,,29.0304,21.6,52.78254545,0
Suncare Traders Ltd,SCTL,,9.42648,0.56,942.648,0
Rudra Global Infra Products Ltd,RUDRA,,74.12900294,29.55,-2.428866413,0
VMV Holidays Ltd,VMV,,5.522715,9.9,69.0339375,0
Mishka Exim Ltd,MISHKA,,50.35825,34.85,193.6855769,0
Vaksons Automobiles Ltd,VAL,,47.7629792,45.4,-79.60496533,0
Zeal Aqua Ltd,ZEAL,,104.63478,8.3,24.61994824,0
Ambition Mica Ltd,AMBITION,,5.625594,3.77,-1.090231395,0
Garment Mantra Lifestyle Ltd,GARMNTMNTR,,139.7345976,139.2,17.77793863,0
Pecos Hotels and Pubs Ltd,PECOS,,5.390135625,41.15,-8.292516346,0
Waaree Technologies Ltd,WAAREE,,44.95456,122,-345.8043077,0
BlueBlood Ventures Ltd,BVL,,3.11512104,10.38,-4.719880364,0
Tejnaksh Healthcare Ltd,TEJNAKSH,,120.307296,118.45,58.68648585,0
Franklin Leasing and Finance Ltd,FRANKLIN,,11.678976,7.4,58.39488,0
Gala Global Products Ltd,GGPL,,143.0207775,26.2,62.18294672,0
HKG Ltd,YOGYA,,85.225,48.7,118.3680556,0
Athena Constructions Ltd,ATHCON,,3.675,4.9,-11.13636364,0
Filtra Consultants and Engineers Ltd,FILTRA,,12.3345,15,9.27406015,0
GBL Industries Ltd,GBLIL,,1.755,3.51,-13.5,0
AGI Infra Ltd,AGIIL,,200.2320408,163.9,11.83404496,0
Mercantile Ventures Ltd,MERCANTILE,,163.9601557,14.65,14.44582869,0
Web Element Solutions Ltd,WEBSL,,,,0,0
Vintage Coffee and Beverages Ltd,VINCOFE,,398.5962222,79,4428.846913,0
Vishal Bearings Ltd,VISHALBL,,31.455765,29.15,78.6394125,0
Vani Commercials Ltd,VANICOM,,1.9074674,4.63,47.686685,0
Mihika Industries Ltd,MIHIKA,,,19.8,0,0
Panafic Industrials Ltd,PANAFIC,,3.285,0.4,12.16666667,0
Sri Amarnath Finance Ltd,AMARNATH,,,6.75,0,0
Captain Technocast Ltd,CTCL,,26.54613,26,11.44229741,0
Sprayking Agro Equipment Ltd,SPRAYKING,,8.5664763,27,13.81689726,0
Harish Textile Engineers Ltd,HARISH,,17.4306,52.25,9.960342857,0
A-1 Acid Ltd,AAL,,215.4525,187.35,78.92032967,0
Meenakshi Enterprises Ltd,MEL,,12.9208,10.42,-49.69538462,0
Sanasa Tech Feb Ltd,SANASATECH,,,,0,0
Franklin Industries Ltd,FRANKLININD,,4.64166,12.84,116.0415,0
3rd Rock Multimedia Ltd,3RDROCK,,,64.6,0,0
Sylph Education Solutions Ltd,SESL,,16.78460914,11.25,-419.6152284,0
Has Lifestyle Ltd,HASJUICE,,,,0,0
Gokul Solutions Ltd,GOKULSOL,,,,0,0
Majestic Research Services and Solutions Ltd,MRSS,,7.950618,7.93,-0.352264865,0
Aanchal Ispat Ltd,AANCHALISP,,21.75046125,10.43,-4.027863194,0
SVP Housing Ltd,SVPHOUSING,,5.533803,4.95,-61.4867,0
O P Chains Ltd,OPCHAINS,,7.535,11,83.72222222,0
Star Housing Finance Ltd,STARHFL,,156.1360572,93.3,100.0872162,0
CAPTAIN PIPES Ltd,CAPPIPES,,25.2424592,60.7,93.49058963,0
Raghuvansh Agrofarms Ltd,RAFL,,308.664545,259,67.39400546,0
Niyogin Fintech Ltd,NIYOGIN,,1030.874218,110,-148.9702627,0
SSPN Finance Ltd,SSPNFIN,,3.3055272,8.73,66.110544,0
Karnavati Finance Ltd,KARNAVATI,,18.84375,18.75,157.03125,0
Mangalam Seeds Ltd,MSL,,91.84902167,83.65,14.93480027,0
Consecutive Investments & Trading Co Ltd,CITL,,10.8119625,35.95,98.29056818,0
Seacoast Shipping Services Ltd,SEACOAST,,634.1273625,188.35,57.07717034,0
Regency Fincorp Ltd,REGENCY,,5.342864,10,12.42526512,0
Decorous Investment and Trading Co Ltd,DITCO,,5.865,17,586.5,0
Symbiox Investment & Trading Co Ltd,SYMBIOX,,5.03726013,1.61,62.96575162,0
JSG Leasing Ltd,JSGLEASING,,11.13,37.1,-92.75,0
Emerald Leasing Finance and Investment Co Ltd,EMERALD,,47.9220225,16.5,34.72610326,0
Alstone Textiles (India) Ltd,ALSTONE,,,,0,0
Rajkot Investment Trust Ltd,RAJKOTINV,,1.296,12.96,-21.6,0
Sabrimala Industries India Ltd,SIIL,,2.2744845,2.61,37.908075,0
Octavius Plantations Ltd,OCTAVIUSPL,,14.7,49,9.865771812,0
Radhagobind Commercial Ltd,RCL,,2.0592,14.3,-29.41714286,0
Apoorva Leasing Finance and Investment Company Ltd,APOORVA,,64.518927,32.3,18.70113826,0
Svarnim Trade Udyog Ltd,SNIM,,49.55397,20.38,-13.76499167,0
East India Securities Ltd,EIS,,458.375,1250,6.382275132,0
Aryan Share & Stock Brokers Ltd,ARYAN,,1.89,6.3,6.517241379,0
Genomic Valley Biotech Ltd,GVBL,,6.872625,22.5,-12.05723684,0
Aayush Food and Herbs Ltd,AAYUSH,,8.6966,26.8,20.22465116,0
Jet infraventure Ltd,JETINFRA,,16.09728,76.8,-41.27507692,0
JLA Infraville Shoppers Ltd,JSHL,,1.97296,3.04,49.324,0
Hanman Fit Ltd,HANMAN,,1.8375,1.75,-1.009615385,0
Ceinsys Tech Ltd,CEINSYSTECH,,180.5970458,162.45,90.29852291,0
Vibrant Global Capital Ltd,VGCL,,134.9244682,58.9,3.857188914,0
Dhabriya Polywood Ltd,DHABRIYA,,114.8993607,106.15,25.64717872,0
Yasho Industries Ltd,YASHO,,1470.57456,1349.25,68.46250279,0
Atishay Ltd,ATISHAY,,32.88909234,29.95,13.26173078,0
DRA Consultants Ltd,DRA,,23.04797,21.01,14.31550932,0
